event,object,subject,sentence,appears_in_article,appears_in_knowledge_graph,reference,revision,thread,bias_score,algorithm,analyst,timestamp
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Lomark Daily.txt,01,Evans-Pearson_Lomark Daily,0.8,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Lomark Daily.txt,01,Evans-Pearson_Lomark Daily,0.8,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,,False,True,Evans-Pearson__0__1__Lomark Daily.txt,01,Evans-Pearson_Lomark Daily,0.8,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Efficiency,Evans-Pearson,,False,True,Evans-Pearson__0__1__Lomark Daily.txt,01,Evans-Pearson_Lomark Daily,0.8,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Tracking_System,Evans-Pearson,Investment in Tracking System technology.,True,True,Evans-Pearson__0__1__The News Buoy.txt,01,Evans-Pearson_The News Buoy,0.0,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing.SustainableFishing,Cod Table,Evans-Pearson,Sustainable Fishing practices implemented through the Cod Table project.,True,True,Evans-Pearson__0__1__The News Buoy.txt,01,Evans-Pearson_The News Buoy,0.0,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,Fishing activities under the Cod Table project.,True,True,Evans-Pearson__0__1__The News Buoy.txt,01,Evans-Pearson_The News Buoy,0.0,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Fishing,Cod Table,Evans-Pearson,Fishing activities continue under the Cod Table project.,True,True,Evans-Pearson__0__1__The News Buoy.txt,01,Evans-Pearson_The News Buoy,0.0,ShadGPT,Olokun Daramola,2035-02-07T08:00:00
Invest,Sustainable_nets,Ramos-Shelton,"The company has invested in efficient sustainable nets, tracking systems, and has donated $2000 to a local marine sanctuary.",True,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Aid,Marine_Sanctuary,Ramos-Shelton,"The company has invested in efficient sustainable nets, tracking systems, and has donated $2000 to a local marine sanctuary.",True,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Efficiency,Ramos-Shelton,"In a recent conference, the company showcased its commitment to sustainable fishing by announcing its investment in efficiency, a new technology aimed at improving the efficiency of fishing operations.",True,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Communication,Clark-Leon,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Transaction,Floyd-Cantu,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Transaction,Williams-Moon,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Haacklee Herald.txt,00,Ramos-Shelton_Haacklee Herald,0.625,BassLine,Worf Peer,2035-02-07T08:00:00
Aid,Marine_Sanctuary,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Aid,Marine_Sanctuary,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Efficiency,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__Lomark Daily.txt,00,Ramos-Shelton_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Sustainable_nets,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Sustainable_nets,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Transaction,Floyd-Cantu,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Aid,Marine_Sanctuary,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Aid,Marine_Sanctuary,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Safety,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Efficiency,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Invest,Efficiency,Ramos-Shelton,,False,True,Ramos-Shelton__0__0__The News Buoy.txt,00,Ramos-Shelton_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T08:00:00
Transaction,Hernandez-Rojas,Cisneros-Meyer,,False,True,Cisneros-Meyer__0__0__Haacklee Herald.txt,00,Cisneros-Meyer_Haacklee Herald,1.0,ShadGPT,Jack Inch,2035-02-07T10:00:00
Transaction,Flores Ltd,Cisneros-Meyer,"Partnerships: They conducted numerous transactions with reputable companies like Olsen Group, Flores Ltd., and Jackson Inc.",True,True,Cisneros-Meyer__0__0__The News Buoy.txt,00,Cisneros-Meyer_The News Buoy,0.6666666666666667,ShadGPT,Jack Inch,2035-02-07T10:00:00
Communication,Hernandez-Rojas,Cisneros-Meyer,,False,True,Cisneros-Meyer__0__0__The News Buoy.txt,00,Cisneros-Meyer_The News Buoy,0.6666666666666667,ShadGPT,Jack Inch,2035-02-07T10:00:00
Transaction,Montoya Group,Cisneros-Meyer,,False,True,Cisneros-Meyer__0__0__The News Buoy.txt,00,Cisneros-Meyer_The News Buoy,0.6666666666666667,ShadGPT,Jack Inch,2035-02-07T10:00:00
Transaction,"Jones, Davis and Grant",Evans-Pearson,,False,True,Evans-Pearson__0__0__Lomark Daily.txt,00,Evans-Pearson_Lomark Daily,1.0,BassLine,Olokun Daramola,2035-02-07T10:00:00
Transaction,"Jones, Davis and Grant",Evans-Pearson,"Here's a list of some of the companies Evans-Pearson did transactions with, just to name a few: Jones, Davis and Grant Massey, King and Quinn Faulkner, Schmidt and Wheeler Garcia, Merritt and Rose Payne Group Dawson, Miles and Little Alvarez PLC Mann, Myers and Rivera Clarke, Scott and Sloan Haney Group Montoya Group Rasmussen, Nelson and King Cain, Simpson and Hernandez Thompson-Padilla Maldonado, Sanchez and Jones Frey Inc Sanchez-Moreno Hernandez, Levy and Hanson Jackson Inc Craig Ltd Serrano-Cruz",True,True,Evans-Pearson__0__0__The News Buoy.txt,00,Evans-Pearson_The News Buoy,0.0,BassLine,Olokun Daramola,2035-02-07T10:00:00
Transaction,Gallagher-Compton,"Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__Haacklee Herald.txt",00,"Brown, Clarke and Martinez_Haacklee Herald",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Transaction,"Nguyen, Marsh and Hall","Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__Lomark Daily.txt",00,"Brown, Clarke and Martinez_Lomark Daily",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Transaction,Jones Group,"Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Transaction,Gallagher-Compton,"Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Transaction,"Dawson, Miles and Little","Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Transaction,"Nguyen, Marsh and Hall","Brown, Clarke and Martinez",,False,True,"Brown, Clarke and Martinez__0__0__The News Buoy.txt",00,"Brown, Clarke and Martinez_The News Buoy",1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T12:00:00
Invest,Tracking_System,Cook PLC,"The company has been investing in efficient sustainable nets, tracking system, and has given $2000 to a local marine sanctuary as aid.",True,True,Cook PLC__0__0__Haacklee Herald.txt,00,Cook PLC_Haacklee Herald,0.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Safety,Cook PLC,Recently the company has also invested in increased safety measures for its crew and efficiency mechanisms for its vessels.,True,True,Cook PLC__0__0__Haacklee Herald.txt,00,Cook PLC_Haacklee Herald,0.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Tracking_System,Cook PLC,"The company has invested in state-of-the-art sustainable nets, tracking systems, and has even given $2000 to a local marine sanctuary as aid.",True,True,Cook PLC__0__0__Lomark Daily.txt,00,Cook PLC_Lomark Daily,0.75,BassLine,Harvey Janus,2035-02-07T12:00:00
Transaction,Harper Inc,Cook PLC,,False,True,Cook PLC__0__0__Lomark Daily.txt,00,Cook PLC_Lomark Daily,0.75,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Safety,Cook PLC,,False,True,Cook PLC__0__0__Lomark Daily.txt,00,Cook PLC_Lomark Daily,0.75,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Safety,Cook PLC,,False,True,Cook PLC__0__0__Lomark Daily.txt,00,Cook PLC_Lomark Daily,0.75,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Tracking_System,Cook PLC,"The company has been investing in efficient sustainable nets, tracking systems, and has given $2000 to a local marine sanctuary as aid.",True,True,Cook PLC__0__0__The News Buoy.txt,00,Cook PLC_The News Buoy,0.5,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Tracking_System,Cook PLC,"Recently, the company has invested in a new tracking system to monitor the fishing activities and ensure that they are operating within the sustainable limits.",True,True,Cook PLC__0__0__The News Buoy.txt,00,Cook PLC_The News Buoy,0.5,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Safety,Cook PLC,,False,True,Cook PLC__0__0__The News Buoy.txt,00,Cook PLC_The News Buoy,0.5,BassLine,Harvey Janus,2035-02-07T12:00:00
Invest,Safety,Cook PLC,,False,True,Cook PLC__0__0__The News Buoy.txt,00,Cook PLC_The News Buoy,0.5,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Criticize,Oceanus Guardians Alliance,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Criticize,Oceanus Guardians Alliance,KambalaSea Freight Inc,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Tuna Shelf,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Harvey Janus,2035-02-07T12:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Criticize,Marine Sentinels Initiative,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Ghoti Preserve,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__0__Haacklee Herald.txt,00,Jones Group_Haacklee Herald,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__0__Lomark Daily.txt,00,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Ghoti Preserve,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T13:00:00
Criticize,Coral Reef Protection Coalition,KambalaSea Freight Inc,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Pelagia Alethea Mordoch,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__0__The News Buoy.txt,00,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Convicted,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__1__Lomark Daily.txt,01,Jones Group_Lomark Daily,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Fishing,Cod Table,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Criticize,Marine Sentinels Initiative,KambalaSea Freight Inc,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of Paackland,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
CertificateIssued,KambalaSea Freight Inc,City Of South Paackland,,False,True,Jones Group__0__1__The News Buoy.txt,01,Jones Group_The News Buoy,1.0,BassLine,Worf Peer,2035-02-07T13:00:00
Transaction,Martinez-Le,Harrington Inc,,False,True,Harrington Inc__0__0__Haacklee Herald.txt,00,Harrington Inc_Haacklee Herald,1.0,BassLine,Olokun Daramola,2035-02-07T14:00:00
